Customer_Name,Customer_Since_Date,ARR,Contract_Duration,Renewal_Date,Prediction_Point,Employee_Count,Annual_Revenue,Products_Purchased,Industry,Zip_Code,City,State,Latitude,Longitude,Churn
"Future Interactive","2016-05-01","129666","12","2017-05-01","2016-11-01","36009","3099608013","business_critical","insurance","57226","Clear Lake","SD","44.7563908","-96.6848271","0"
"Future Interactive","2016-05-01","148350","24","2019-05-01","2018-11-01","36009","3099608013","business_critical","insurance","57226","Clear Lake","SD","44.7563908","-96.6848271","0"
"Future Interactive","2016-05-01","106347","12","2020-05-01","2019-11-01","36009","3099608013","business_critical","insurance","57226","Clear Lake","SD","44.7563908","-96.6848271","0"
"Future Interactive","2016-05-01","63619","12","2021-05-01","2020-11-01","36009","3099608013","business_critical","insurance","57226","Clear Lake","SD","44.7563908","-96.6848271","0"
"Future Max Adventure","2014-05-01","198006","12","2015-05-01","2014-11-01","7574","664782906","business_critical","financial services","87502","Santa Fe","NM","35.6876096","-105.938456","1"
"Future Max Atlantic","2020-11-01","226128","12","2021-11-01","2021-05-01","75760","8768860308","business_critical","healthcare","22039","Fairfax Station","VA","38.800859","-77.3256803","0"
"Future Medicine Source","2018-03-01","69850","24","2020-03-01","2019-09-01","4818","454047617","enterprise","healthcare","71072","Shongaloo","LA","32.9415284","-93.2987799","0"
"Future Medicine Source","2018-03-01","76326","24","2022-03-01","2021-09-01","4818","454047617","enterprise","healthcare","71072","Shongaloo","LA","32.9415284","-93.2987799","0"
"Future Net People","2018-05-01","139302","24","2020-05-01","2019-11-01","64633","4976550646","enterprise","retail","82701","Newcastle","WY","30.529803","-87.296783","0"
"Future Net Star","2011-11-01","298695","36","2014-11-01","2014-05-01","85205","7884957045","enterprise","energy","65754","Spokane","MO","36.868113","-93.2968516","0"
"Future Net Star","2011-11-01","397031","12","2015-11-01","2015-05-01","85205","7884957045","enterprise","energy","65754","Spokane","MO","36.868113","-93.2968516","0"
"Future Net Star","2011-11-01","484934","12","2016-11-01","2016-05-01","85205","7884957045","enterprise","energy","65754","Spokane","MO","36.868113","-93.2968516","1"
"Future Network Universal","2019-02-01","222405","12","2020-02-01","2019-08-01","23953","2600301811","business_critical","insurance","70812","Baton Rouge","LA","30.4507936","-91.1391153","1"
"Future People Application","2010-09-01","99701","36","2013-09-01","2013-03-01","20083","2808741461","business_critical","insurance","12915","Brainardsville","NY","44.8578221","-74.0334864","1"
"Future Solutions","2016-05-01","151620","12","2017-05-01","2016-11-01","17605","1717980438","enterprise","manufacturing","33033","Homestead","FL","25.4718946","-80.4759905","1"
"Future Solutions Studio","2012-12-01","240120","12","2013-12-01","2013-06-01","36282","3214503768","premium_plus","manufacturing","21034","Darlington","MD","39.6392741","-76.2027321","0"
"Future Solutions Studio","2012-12-01","289693","24","2015-12-01","2015-06-01","36282","3214503768","premium_plus","manufacturing","21034","Darlington","MD","39.6392741","-76.2027321","0"
"Future Solutions Studio","2012-12-01","545544","24","2017-12-01","2017-06-01","36282","3214503768","premium_plus","manufacturing","21034","Darlington","MD","39.6392741","-76.2027321","0"
"Future Solutions Studio","2012-12-01","356719","12","2018-12-01","2018-06-01","36282","3214503768","premium_plus","manufacturing","21034","Darlington","MD","39.6392741","-76.2027321","0"
"Future Solutions Studio","2012-12-01","342667","24","2020-12-01","2020-06-01","36282","3214503768","premium_plus","manufacturing","21034","Darlington","MD","39.6392741","-76.2027321","1"
"Future South Pacific","2013-06-01","119876","36","2016-06-01","2015-12-01","50300","4232856306","enterprise","telecom","59004","Ashland","MT","45.598282","-106.275275","1"
"Future Star Software","2018-06-01","203843","36","2021-06-01","2020-12-01","98205","9154910262","enterprise","telecom","12848","Middle Falls","NY","43.1006314","-73.5248367","0"
"Future Star Software","2018-06-01","299223","12","2022-06-01","2021-12-01","98205","9154910262","enterprise","telecom","12848","Middle Falls","NY","43.1006314","-73.5248367","0"
"Future Studio Architecture","2012-09-01","78549","36","2015-09-01","2015-03-01","92512","10377681195","premium_plus","banking","14422","Byron","NY","43.079782","-78.063904","0"
"Future Studio Architecture","2012-09-01","68226","36","2018-09-01","2018-03-01","92512","10377681195","premium_plus","banking","14422","Byron","NY","43.079782","-78.063904","0"
"Future Studio Architecture","2012-09-01","88002","12","2019-09-01","2019-03-01","92512","10377681195","premium_plus","banking","14422","Byron","NY","43.079782","-78.063904","0"
"Future Systems Innovation","2020-05-01","117990","24","2022-05-01","2021-11-01","98753","8564067205","premium_plus","healthcare","98277","Oak Harbor","WA","48.2931559","-122.643224","0"
"Future Systems Source","2017-03-01","192428","36","2020-03-01","2019-09-01","77993","7281918881","premium_plus","manufacturing","73443","Lone Grove","OK","34.1753716","-97.2627946","0"
"Future Systems Source","2017-03-01","214735","12","2021-03-01","2020-09-01","77993","7281918881","premium_plus","manufacturing","73443","Lone Grove","OK","34.1753716","-97.2627946","1"
"Future Virtual Federated","2017-01-01","143993","24","2019-01-01","2018-07-01","38212","5334445023","premium_plus","energy","12767","Obernburg","NY","41.8448104","-75.0071097","1"
"Future Vision Innovation","2010-01-01","49614","24","2012-01-01","2011-07-01","20797","1532440917","business_critical","manufacturing","78576","Penitas","TX","26.2306281","-98.4447412","0"
"Future Vision Innovation","2010-01-01","62820","12","2013-01-01","2012-07-01","20797","1532440917","business_critical","manufacturing","78576","Penitas","TX","26.2306281","-98.4447412","0"
"Future Vision Innovation","2010-01-01","48003","24","2015-01-01","2014-07-01","20797","1532440917","business_critical","manufacturing","78576","Penitas","TX","26.2306281","-98.4447412","0"
"Future Vision Innovation","2010-01-01","39470","24","2017-01-01","2016-07-01","20797","1532440917","business_critical","manufacturing","78576","Penitas","TX","26.2306281","-98.4447412","0"
"Future Vision Innovation","2010-01-01","26074","36","2020-01-01","2019-07-01","20797","1532440917","business_critical","manufacturing","78576","Penitas","TX","26.2306281","-98.4447412","0"
"Galaxy Advanced Atlantic","2011-06-01","10000","24","2013-06-01","2012-12-01","70092","5694694008","premium_plus","healthcare","60510","Batavia","IL","41.8500284","-88.3125738","1"
"Galaxy Alpha","2015-03-01","61602","24","2017-03-01","2016-09-01","38774","4215184016","enterprise","insurance","44119","Cleveland","OH","41.4996574","-81.6936772","1"
"Galaxy Consulting","2020-12-01","73659","12","2021-12-01","2021-06-01","10075","782707610","premium_plus","banking","87556","Questa","NM","36.7093435","-105.5980626","0"
"Galaxy Consulting","2020-12-01","118571","12","2022-12-01","2022-06-01","10075","782707610","premium_plus","banking","87556","Questa","NM","36.7093435","-105.5980626","0"
"Galaxy East","2017-07-01","213551","36","2020-07-01","2020-01-01","10429","1230530586","premium_plus","healthcare","04342","Dresden","ME","44.0885717","-69.7405246","0"
"Galaxy East","2017-07-01","336068","12","2021-07-01","2021-01-01","10429","1230530586","premium_plus","healthcare","04342","Dresden","ME","44.0885717","-69.7405246","1"
"Galaxy Future Direct","2016-02-01","93922","36","2019-02-01","2018-08-01","42967","5540039081","business_critical","manufacturing","59440","Floweree","MT","47.7296877","-111.0274531","1"
"Galaxy Provider Star","2019-03-01","158348","12","2020-03-01","2019-09-01","84734","8045359287","enterprise","manufacturing","06878","Riverside","CT","41.0337082","-73.57818","1"
"Galaxy Research Alpha","2015-03-01","187730","12","2016-03-01","2015-09-01","90347","9147629315","premium_plus","banking","47631","New Harmony","IN","38.129656","-87.9354109","1"
"Galaxy Resource Research","2013-05-01","188203","36","2016-05-01","2015-11-01","59639","5566295496","enterprise","financial services","52769","Stockton","IA","41.5914011","-90.8587639","0"
"Galaxy Resource Research","2013-05-01","78287","12","2017-05-01","2016-11-01","59639","5566295496","enterprise","financial services","52769","Stockton","IA","41.5914011","-90.8587639","1"
"Galaxy Solutions Speed","2012-11-01","92282","24","2014-11-01","2014-05-01","4051","507951153","business_critical","financial services","26102","Parkersburg","WV","39.2699565","-81.5506916","1"
"Galaxy Systems Industries","2014-05-01","71230","24","2016-05-01","2015-11-01","57117","5524350564","enterprise","retail","66507","Maple Hill","KS","39.084722","-96.028047","1"
"Galaxy Technology Interactive","2015-06-01","94365","24","2017-06-01","2016-12-01","85159","8403621061","enterprise","healthcare","48042","Macomb","MI","42.6741189","-82.902901","1"
"Galaxy Venture Power","2019-10-01","211110","12","2020-10-01","2020-04-01","47489","5430418501","enterprise","banking","86038","Mormon Lake","AZ","34.9083543","-111.4632051","0"
"Galaxy Venture Power","2019-10-01","319189","24","2022-10-01","2022-04-01","47489","5430418501","enterprise","banking","86038","Mormon Lake","AZ","34.9083543","-111.4632051","0"
"General Consulting Interactive","2013-11-01","56542","24","2015-11-01","2015-05-01","6249","495806301","enterprise","energy","64149","Kansas City","MO","39.100105","-94.5781416","1"
"General Federated Omega","2020-06-01","280415","24","2022-06-01","2021-12-01","87071","7416721846","business_critical","retail","54235","Sturgeon Bay","WI","44.8341639","-87.377042","0"
"General Frontier Net","2012-03-01","57191","12","2013-03-01","2012-09-01","82403","6639740177","enterprise","telecom","38261","Union City","TN","36.4242303","-89.0570096","0"
"General Frontier Net","2012-03-01","10000","24","2015-03-01","2014-09-01","82403","6639740177","enterprise","telecom","38261","Union City","TN","36.4242303","-89.0570096","0"
"General Frontier Net","2012-03-01","20284","12","2016-03-01","2015-09-01","82403","6639740177","enterprise","telecom","38261","Union City","TN","36.4242303","-89.0570096","1"
"General Graphics","2018-02-01","232505","24","2020-02-01","2019-08-01","91397","11251439335","enterprise","healthcare","61490","Woodhull","IL","41.1789256","-90.3159582","1"
"General Industries People","2011-11-01","202146","24","2013-11-01","2013-05-01","56595","4237933874","premium_plus","retail","35401","Tuscaloosa","AL","33.2095614","-87.5675258","0"
"General Industries People","2011-11-01","218893","12","2014-11-01","2014-05-01","56595","4237933874","premium_plus","retail","35401","Tuscaloosa","AL","33.2095614","-87.5675258","0"
"General Industries People","2011-11-01","298497","12","2015-11-01","2015-05-01","56595","4237933874","premium_plus","retail","35401","Tuscaloosa","AL","33.2095614","-87.5675258","0"
"General Industries People","2011-11-01","272502","24","2017-11-01","2017-05-01","56595","4237933874","premium_plus","retail","35401","Tuscaloosa","AL","33.2095614","-87.5675258","1"
"General Industries Telecom","2012-05-01","195056","12","2013-05-01","2012-11-01","90951","8921499813","enterprise","retail","75015","Irving","TX","32.8295183","-96.9442177","0"
"General Industries Telecom","2012-05-01","239278","12","2014-05-01","2013-11-01","90951","8921499813","enterprise","retail","75015","Irving","TX","32.8295183","-96.9442177","0"
"General Industries Telecom","2012-05-01","120470","24","2016-05-01","2015-11-01","90951","8921499813","enterprise","retail","75015","Irving","TX","32.8295183","-96.9442177","1"
"General Interactive","2020-04-01","250672","24","2022-04-01","2021-10-01","62252","7470592419","enterprise","manufacturing","04413","Brookton","ME","45.5297905","-67.7655624","0"
"General Net","2011-12-01","132476","12","2012-12-01","2012-06-01","17072","2053872850","premium_plus","banking","28458","Rose Hill","NC","34.8282235","-78.0230417","1"
"General Net Design","2018-08-01","10000","12","2019-08-01","2019-02-01","79761","8789344822","enterprise","retail","25607","Amherstdale","WV","37.7853849","-81.809284","1"
"General North Network","2017-04-01","217453","12","2018-04-01","2017-10-01","11573","1289113074","business_critical","healthcare","48455","Metamora","MI","42.9414173","-83.2891092","1"
"General People","2015-08-01","329385","12","2016-08-01","2016-02-01","59826","6277162392","business_critical","financial services","37234","Nashville","TN","36.1622767","-86.7742984","0"
"General People","2015-08-01","437985","36","2019-08-01","2019-02-01","59826","6277162392","business_critical","financial services","37234","Nashville","TN","36.1622767","-86.7742984","0"
"General People","2015-08-01","353739","12","2020-08-01","2020-02-01","59826","6277162392","business_critical","financial services","37234","Nashville","TN","36.1622767","-86.7742984","0"
"General People","2015-08-01","367675","24","2022-08-01","2022-02-01","59826","6277162392","business_critical","financial services","37234","Nashville","TN","36.1622767","-86.7742984","0"
"General Research Resource","2017-10-01","28070","36","2020-10-01","2020-04-01","36292","3378465289","business_critical","manufacturing","78617","Del Valle","TX","30.1776045","-97.61063121655137","0"
"General South","2020-02-01","62846","24","2022-02-01","2021-08-01","25922","1605922369","business_critical","financial services","28370","Pinehurst","NC","35.8526303","-81.6064859","0"
"General Systems Federated","2010-04-01","242519","24","2012-04-01","2011-10-01","921","89763277","premium_plus","other","65572","Swedeborg","MO","37.9142905","-92.3319595","0"
"General Systems Federated","2010-04-01","235703","24","2014-04-01","2013-10-01","921","89763277","premium_plus","other","65572","Swedeborg","MO","37.9142905","-92.3319595","0"
